area,num_ev,latitude,longitude
Saddar,187,24.855184,67.016472
DHA,234,24.810524,67.062684
SITE,287,24.922314,66.99205
Landhi,279,24.850135,67.201243
Gulberg,141,24.926408,67.082335
Saddar,302,24.856435,67.013844
Lyari,202,24.85236,67.016553
DHA,453,24.808483,67.065934
Malir,391,24.887439,67.215112
Korangi,195,24.846862,67.133619
Malir,365,24.899001,67.218442
Gulberg,16,24.910934,67.070404
Korangi,50,24.834596,67.141923
Orangi Town,229,24.946925,66.965687
Saddar,449,24.851965,67.015704
Korangi,335,24.844171,67.133552
North Nazimabad,199,24.94086,67.034196
Landhi,417,24.859619,67.198754
SITE,209,24.918684,66.991535
DHA,123,24.806352,67.062638
Lyari,415,24.843166,67.012774
Lyari,50,24.852502,67.007855
SITE,400,24.918952,66.999591
DHA,469,24.810418,67.071966
Orangi Town,178,24.951102,66.962093
Malir,63,24.893082,67.205441
Clifton,46,24.821007,67.028401
Orangi Town,372,24.947651,66.951072
Malir,24,24.886005,67.206729
Clifton,188,24.810894,67.035306
Gulshan-e-Iqbal,190,24.924622,67.106107
Korangi,131,24.839028,67.12315
Shah Faisal,472,24.868556,67.15144
Clifton,65,24.817012,67.022859
Landhi,388,24.847421,67.207083
DHA,181,24.806862,67.068869
Saddar,18,24.858177,67.014333
Gulshan-e-Iqbal,276,24.929669,67.107345
Clifton,389,24.806447,67.022907
Shah Faisal,199,24.870317,67.146005
Landhi,118,24.847918,67.196281
North Nazimabad,374,24.943609,67.035181
North Nazimabad,391,24.946571,67.027578
North Nazimabad,429,24.947239,67.041273
Landhi,92,24.854257,67.202486
North Nazimabad,151,24.943094,67.030166
Gulshan-e-Iqbal,409,24.933236,67.105525
Saddar,464,24.861313,67.017243
Landhi,229,24.848388,67.200988
Clifton,209,24.81012,67.023583
DHA,99,24.819504,67.066174
Korangi,368,24.848996,67.125638
SITE,421,24.913421,66.993494
DHA,44,24.814631,67.062327
DHA,128,24.808082,67.073186
Lyari,289,24.854913,67.016354
DHA,485,24.811135,67.072684
Korangi,96,24.845409,67.136837
Korangi,408,24.846015,67.129676
Shah Faisal,73,24.876686,67.149553
Malir,157,24.881935,67.223423
Korangi,117,24.8355,67.141905
Clifton,206,24.809296,67.02467
Orangi Town,196,24.954865,66.961818
Lyari,400,24.850142,67.002903
North Nazimabad,298,24.951648,67.028017
Shah Faisal,471,24.868555,67.14804
Lyari,265,24.842366,67.003265
Lyari,287,24.850834,67.012864
Landhi,225,24.855334,67.190818
Lyari,394,24.844942,67.007699
Clifton,277,24.815948,67.038768
North Nazimabad,201,24.946198,67.04081
Malir,473,24.892922,67.22227
Shah Faisal,351,24.872071,67.151725
Gulshan-e-Iqbal,342,24.918176,67.101796
Korangi,429,24.832556,67.135637
Orangi Town,196,24.945969,66.9636
Korangi,322,24.839876,67.128865
SITE,68,24.916406,66.989906
Lyari,412,24.844266,67.008347
North Nazimabad,239,24.9324,67.037428
Orangi Town,165,24.949778,66.968543
Gulshan-e-Iqbal,150,24.926969,67.093421
SITE,13,24.927105,66.987684
Gulshan-e-Iqbal,396,24.917884,67.106111
Lyari,410,24.847965,67.013034
DHA,174,24.817284,67.064558
Clifton,48,24.807009,67.034838
Korangi,92,24.844383,67.126188
Shah Faisal,423,24.865316,67.155736
Saddar,285,24.868956,67.005121
North Nazimabad,376,24.93415,67.047125
Lyari,132,24.840528,67.016654
Shah Faisal,15,24.863341,67.149065
Clifton,49,24.821454,67.034803
Clifton,340,24.804644,67.02396
DHA,452,24.807535,67.05987
Gulshan-e-Iqbal,77,24.928013,67.106574
Lyari,329,24.856437,67.008809
Landhi,235,24.857786,67.201628
Malir,44,24.899199,67.217026
Clifton,114,24.814642,67.033282
Landhi,441,24.849796,67.195965
Shah Faisal,355,24.872679,67.156608
Malir,407,24.888691,67.206649
Gulshan-e-Iqbal,473,24.933491,67.100233
Lyari,166,24.853809,67.009998
DHA,391,24.810866,67.065349
Malir,439,24.887027,67.222895
Clifton,248,24.823586,67.026158
Malir,421,24.899725,67.217574
Gulberg,224,24.920549,67.074551
Korangi,172,24.830384,67.138398
North Nazimabad,399,24.947458,67.032822
Malir,458,24.887769,67.223366
Malir,35,24.898047,67.220043
Gulberg,81,24.924496,67.081395
Lyari,218,24.854407,67.011171
Landhi,341,24.848721,67.197209
Gulshan-e-Iqbal,357,24.92643,67.106264
Gulshan-e-Iqbal,436,24.92609,67.107211
Saddar,239,24.866386,67.01298
Korangi,478,24.844351,67.133405
Orangi Town,274,24.943566,66.950063
Landhi,404,24.859703,67.198485
Landhi,77,24.857446,67.206324
Orangi Town,139,24.955885,66.957953
Gulshan-e-Iqbal,356,24.922598,67.103936
Lyari,265,24.84777,67.017848
Malir,349,24.883556,67.221846
DHA,310,24.81284,67.068827
SITE,209,24.926571,66.982476
Gulshan-e-Iqbal,288,24.935235,67.103206
DHA,319,24.819935,67.062721
Korangi,257,24.844275,67.135504
Lyari,219,24.858,67.01498
Gulberg,346,24.922423,67.072947
Korangi,142,24.845221,67.131192
Saddar,435,24.851067,67.000755
Lyari,269,24.852361,67.00272
North Nazimabad,12,24.93425,67.039488
Landhi,61,24.859912,67.206334
Saddar,198,24.850129,67.012334
Malir,172,24.885591,67.224021
North Nazimabad,480,24.941955,67.041662
Gulberg,11,24.919107,67.073427
DHA,94,24.805083,67.057673
North Nazimabad,69,24.938561,67.035307
DHA,197,24.821167,67.071613
Gulshan-e-Iqbal,168,24.919745,67.105415
Lyari,378,24.840591,67.018367
Shah Faisal,453,24.869223,67.144122
Saddar,131,24.858399,67.003004
North Nazimabad,334,24.950547,67.039119
Shah Faisal,483,24.87325,67.150465
SITE,270,24.920687,66.993812
Gulberg,485,24.923722,67.072105
Landhi,292,24.857781,67.204154
North Nazimabad,464,24.942196,67.046903
Korangi,47,24.830859,67.129661
Shah Faisal,44,24.868718,67.148116
Korangi,279,24.830955,67.123528
Landhi,188,24.840643,67.20495
SITE,212,24.919716,66.986413
Orangi Town,252,24.956955,66.956993
North Nazimabad,45,24.947967,67.046592
DHA,54,24.820644,67.060441
Korangi,246,24.840663,67.132558
SITE,51,24.911949,66.988787
Clifton,14,24.822645,67.032828
Lyari,498,24.840999,67.000796
Saddar,275,24.859432,67.006107
Lyari,101,24.854772,67.018623
Saddar,373,24.854922,67.002348
Orangi Town,79,24.944656,66.955676
Clifton,411,24.821086,67.032022
Shah Faisal,290,24.873005,67.142034
Gulshan-e-Iqbal,477,24.918547,67.09589
Malir,269,24.897246,67.207005
Saddar,41,24.863026,67.01931
Landhi,190,24.854782,67.206294
Orangi Town,332,24.945131,66.964505
DHA,329,24.815515,67.073892
Landhi,240,24.854589,67.193211
Malir,163,24.889916,67.222908
DHA,385,24.821853,67.058463
Gulshan-e-Iqbal,355,24.929219,67.108312
Landhi,113,24.854861,67.19468
Gulberg,112,24.92923,67.077234
North Nazimabad,410,24.944906,67.040275
Gulberg,236,24.928127,67.072752
Korangi,238,24.838445,67.14222
Malir,291,24.885825,67.21813
Lyari,427,24.857032,67.003925
Gulshan-e-Iqbal,197,24.922433,67.100126
DHA,41,24.809031,67.069597
Korangi,26,24.833242,67.129102
Gulshan-e-Iqbal,367,24.918526,67.094747
North Nazimabad,161,24.947358,67.030072
Gulshan-e-Iqbal,164,24.928448,67.092958
North Nazimabad,95,24.935811,67.030417
DHA,249,24.809014,67.057017
Gulberg,146,24.914713,67.082649
Clifton,223,24.804292,67.034672
Shah Faisal,62,24.874841,67.159152
DHA,57,24.817693,67.068842
Korangi,358,24.842125,67.137252
Shah Faisal,215,24.868682,67.1574
Gulshan-e-Iqbal,474,24.91774,67.0973
Orangi Town,271,24.948018,66.951961
Lyari,455,24.842285,67.015557
Korangi,21,24.848921,67.131257
North Nazimabad,142,24.951059,67.031918
Gulberg,252,24.911456,67.071409
DHA,355,24.817371,67.066487
Malir,201,24.885414,67.212934
SITE,379,24.928966,66.987997
Malir,489,24.893054,67.205003
DHA,426,24.820223,67.057402
Gulberg,371,24.914004,67.081661
SITE,466,24.92129,66.999096
Saddar,257,24.861265,67.017015
Landhi,414,24.848703,67.205868
Clifton,147,24.80903,67.019935
Lyari,361,24.856513,67.01484
North Nazimabad,295,24.951136,67.044263
Clifton,218,24.815234,67.036522
Lyari,380,24.849784,67.013325
Clifton,446,24.806877,67.026066
North Nazimabad,297,24.934247,67.040256
Korangi,171,24.83237,67.131119
Clifton,118,24.822833,67.022165
Gulshan-e-Iqbal,88,24.926426,67.095297
Clifton,194,24.807892,67.030235
North Nazimabad,381,24.950885,67.02842
Shah Faisal,481,24.869205,67.141484
Malir,66,24.890049,67.213572
Lyari,110,24.855524,67.016544
Lyari,89,24.859513,67.01268
Lyari,243,24.841236,67.016778
Gulshan-e-Iqbal,432,24.917232,67.106042
North Nazimabad,61,24.939874,67.031052
Shah Faisal,310,24.872047,67.149303
Malir,496,24.884003,67.223848
Shah Faisal,300,24.867803,67.15454
Lyari,458,24.84161,67.00645
SITE,495,24.913385,66.995677
Lyari,107,24.851764,67.015893
Saddar,129,24.863836,67.00138
Saddar,83,24.851564,67.008055
Shah Faisal,218,24.872909,67.158472
DHA,72,24.820388,67.058929
DHA,234,24.811911,67.07238
Korangi,56,24.835063,67.132122
Orangi Town,125,24.940869,66.968075
North Nazimabad,409,24.937833,67.038162
Saddar,242,24.85346,67.016319
Gulshan-e-Iqbal,302,24.922883,67.096639
Clifton,245,24.80692,67.021842
Lyari,369,24.856556,67.013175
Korangi,369,24.846136,67.137008
Shah Faisal,328,24.861375,67.149945
SITE,352,24.911865,66.987194
Gulberg,175,24.916851,67.076027
SITE,185,24.912956,66.998756
Gulberg,284,24.924978,67.089867
Landhi,8,24.85517,67.209271
North Nazimabad,333,24.94265,67.039216
Malir,140,24.896578,67.20808
Orangi Town,254,24.956234,66.953959
Gulberg,244,24.920686,67.085224
SITE,158,24.910139,66.984645
Gulshan-e-Iqbal,41,24.935589,67.1025
SITE,29,24.91119,66.997019
Saddar,22,24.863869,67.008207
Malir,338,24.884209,67.222006
Saddar,123,24.853176,67.010744
Landhi,447,24.850136,67.20442
Shah Faisal,312,24.873623,67.152797
Clifton,165,24.804989,67.019471
Orangi Town,16,24.942813,66.964455
Lyari,361,24.851176,67.012887
Saddar,445,24.859071,67.014915
Landhi,238,24.844836,67.191574
Lyari,477,24.849618,67.008736
Shah Faisal,134,24.879852,67.156284
Gulshan-e-Iqbal,40,24.933759,67.111088
North Nazimabad,86,24.944441,67.035004
Gulberg,355,24.92517,67.079487
SITE,219,24.918771,66.98478
Korangi,343,24.840433,67.137212
Malir,331,24.883293,67.20996
DHA,56,24.806654,67.059503
Clifton,368,24.820891,67.023754
Saddar,53,24.869707,67.005497
Malir,6,24.886442,67.219081
SITE,221,24.916776,66.99458
Lyari,285,24.853303,67.017605
Clifton,423,24.815858,67.031787
Clifton,194,24.80526,67.020146
Gulshan-e-Iqbal,300,24.929952,67.108162
Clifton,341,24.808901,67.038145
SITE,258,24.924849,66.991753
Saddar,15,24.852501,67.001464
Orangi Town,256,24.947928,66.958392
Malir,272,24.890178,67.224287
DHA,125,24.818193,67.072876
Landhi,211,24.85179,67.198195
Shah Faisal,81,24.878649,67.148121
Lyari,206,24.848246,67.013358
Lyari,243,24.853835,67.004515
Korangi,209,24.847684,67.123165
North Nazimabad,284,24.937429,67.035812
Clifton,356,24.820894,67.036928
SITE,181,24.924626,66.995193
Shah Faisal,125,24.863915,67.156317
Clifton,36,24.804523,67.02237
Saddar,98,24.869887,67.011579
Orangi Town,303,24.95597,66.952208
Landhi,454,24.841075,67.195545
SITE,122,24.929992,66.980762
Lyari,210,24.842653,67.016024
Clifton,496,24.805077,67.028588
SITE,87,24.920609,66.995913
Clifton,338,24.814958,67.020257
Gulshan-e-Iqbal,474,24.921489,67.102988
Saddar,277,24.867249,67.019031
Saddar,465,24.85313,67.018339
Malir,436,24.896577,67.207837
Lyari,114,24.855605,67.005714
Landhi,81,24.850381,67.204047
North Nazimabad,12,24.942035,67.044218
Shah Faisal,428,24.871383,67.146744
North Nazimabad,106,24.933724,67.045578
Landhi,426,24.848926,67.199156
Korangi,347,24.831075,67.125612
SITE,405,24.917947,66.983137
Malir,227,24.88346,67.217874
North Nazimabad,77,24.938375,67.029919
Clifton,247,24.820642,67.028693
Clifton,396,24.810407,67.028742
Saddar,303,24.853039,67.001279
Orangi Town,430,24.945497,66.964188
Landhi,361,24.858682,67.2052
Landhi,152,24.851342,67.191635
Clifton,388,24.812209,67.031511
Lyari,87,24.848796,67.013296
Lyari,309,24.842535,67.003011
Lyari,386,24.856533,67.00873
North Nazimabad,362,24.935777,67.038397
Landhi,7,24.84071,67.199975
Korangi,188,24.841774,67.123549
Malir,87,24.899333,67.210574
Shah Faisal,324,24.873494,67.146312
Orangi Town,220,24.948556,66.954394
Korangi,427,24.848143,67.139814
Saddar,314,24.862318,67.00435
Orangi Town,347,24.955824,66.96015
Lyari,220,24.857247,67.008259
Saddar,286,24.851417,67.019171
Clifton,44,24.818512,67.037557
Malir,366,24.898813,67.221668
Orangi Town,397,24.949937,66.961057
Clifton,375,24.814271,67.032923
DHA,140,24.804975,67.0769
Gulshan-e-Iqbal,127,24.926042,67.110988
Lyari,262,24.858406,67.008867
North Nazimabad,413,24.939819,67.038607
Lyari,103,24.853576,67.019589
Gulberg,150,24.926762,67.071281
Clifton,186,24.8088,67.024825
Shah Faisal,475,24.860431,67.152731
SITE,348,24.923662,66.998053
Clifton,160,24.813345,67.019945
Clifton,437,24.81073,67.027377
Malir,188,24.882059,67.212532
Landhi,475,24.857275,67.196451
Clifton,431,24.818264,67.038326
Lyari,291,24.85883,67.017116
Shah Faisal,377,24.879067,67.149516
Malir,119,24.882612,67.220255
Malir,392,24.898633,67.216714
Shah Faisal,395,24.862193,67.158589
DHA,172,24.807131,67.070059
Orangi Town,97,24.941001,66.957987
Shah Faisal,199,24.861905,67.157436
Shah Faisal,180,24.874225,67.14577
Saddar,323,24.859484,67.004708
Saddar,180,24.858197,67.000273
Orangi Town,52,24.950196,66.96177
Saddar,304,24.859913,67.003403
SITE,83,24.926535,66.980849
SITE,295,24.926251,66.998145
Korangi,446,24.84562,67.140541
Saddar,16,24.850158,67.00812
Gulshan-e-Iqbal,78,24.922814,67.103425
North Nazimabad,81,24.949423,67.030076
SITE,314,24.912268,66.994186
Shah Faisal,129,24.864585,67.154539
Clifton,151,24.821009,67.019801
Korangi,350,24.834271,67.138382
Saddar,9,24.853213,67.001554
Malir,310,24.888788,67.218819
Gulshan-e-Iqbal,341,24.929149,67.105786
Landhi,478,24.853043,67.208768
DHA,491,24.804922,67.057752
Clifton,179,24.806169,67.01978
Shah Faisal,145,24.865208,67.149215
Clifton,61,24.823414,67.028435
Malir,176,24.890979,67.212677
Clifton,213,24.804078,67.031957
Orangi Town,445,24.953815,66.963049
Gulberg,237,24.917852,67.075689
Orangi Town,181,24.949509,66.958944
SITE,482,24.911118,66.992949
DHA,489,24.807767,67.060783
Korangi,499,24.848605,67.137769
Saddar,95,24.862582,67.016681
SITE,305,24.918698,66.981859
Clifton,436,24.815357,67.029398
Gulberg,428,24.915965,67.080104
Korangi,376,24.836761,67.140825
Lyari,40,24.848142,67.013257
Gulberg,378,24.916875,67.073781
Saddar,306,24.860084,67.008751
Lyari,96,24.856088,67.000909
DHA,54,24.816023,67.06379
Korangi,92,24.840992,67.123366
Malir,323,24.892151,67.223619
Clifton,168,24.817892,67.021546
North Nazimabad,313,24.950436,67.029772
Malir,92,24.887057,67.213598
Gulshan-e-Iqbal,129,24.928063,67.097481
Gulberg,228,24.929038,67.081413
Shah Faisal,390,24.867497,67.159529
Clifton,47,24.822026,67.034866
Orangi Town,400,24.952947,66.969909
Shah Faisal,422,24.868201,67.144549
Landhi,354,24.847461,67.192757
DHA,383,24.820532,67.057678
Gulberg,468,24.915715,67.087269
Malir,20,24.89876,67.222989
Clifton,394,24.805728,67.035995
Gulberg,333,24.917856,67.089152
Saddar,154,24.858513,67.008641
Lyari,450,24.856921,67.007996
Gulshan-e-Iqbal,135,24.931132,67.108976
Orangi Town,396,24.9484,66.95089
Malir,316,24.893558,67.214488
Korangi,200,24.842889,67.130013
Korangi,332,24.840463,67.140841
Gulshan-e-Iqbal,9,24.927997,67.107469
Shah Faisal,6,24.864914,67.152181
Saddar,404,24.864163,67.007653
Landhi,392,24.857135,67.196402
Saddar,113,24.859503,67.009649
Clifton,428,24.816684,67.028757
Orangi Town,82,24.941075,66.954996
Lyari,71,24.844313,67.00447
Gulshan-e-Iqbal,273,24.925088,67.10231
Gulberg,498,24.92765,67.089152
Clifton,478,24.803931,67.020371
Lyari,276,24.856435,67.014502
Gulshan-e-Iqbal,148,24.934451,67.104915
Saddar,141,24.861781,67.00591
SITE,34,24.913267,66.997868
Malir,208,24.898664,67.211243
Clifton,434,24.816699,67.019472
Gulshan-e-Iqbal,59,24.921906,67.107177
Korangi,298,24.842249,67.14191
North Nazimabad,357,24.934929,67.043286
SITE,176,24.913175,66.99538
Korangi,5,24.837818,67.133963
Gulshan-e-Iqbal,268,24.922583,67.095083
DHA,361,24.820828,67.075348
Malir,203,24.888611,67.210999
North Nazimabad,297,24.943676,67.039933
Shah Faisal,344,24.867452,67.141867
Malir,499,24.890646,67.21821
Korangi,352,24.835469,67.136206
Gulberg,94,24.920424,67.073957
Malir,258,24.89716,67.205764
Malir,447,24.895927,67.215938
DHA,176,24.809701,67.062441
Clifton,391,24.819311,67.032985
Orangi Town,51,24.949559,66.969219
Orangi Town,179,24.956942,66.958883
Malir,162,24.885586,67.216421
Korangi,174,24.834671,67.126049
North Nazimabad,365,24.946427,67.031412
Orangi Town,15,24.955932,66.959726
Saddar,407,24.858442,67.009917
Shah Faisal,385,24.866307,67.159526
DHA,373,24.821714,67.064047
North Nazimabad,467,24.942457,67.028548
Lyari,351,24.849985,67.016499
North Nazimabad,113,24.950279,67.027988
SITE,415,24.914207,66.986468
Shah Faisal,18,24.867603,67.140339
Clifton,194,24.820229,67.029996
Clifton,397,24.819133,67.030588
Malir,219,24.884077,67.2193
Landhi,227,24.843904,67.207952
Landhi,492,24.842694,67.20506
Saddar,138,24.858812,67.013441
DHA,91,24.809092,67.075514
Clifton,345,24.823088,67.033734
Landhi,431,24.847218,67.206175
Orangi Town,159,24.948819,66.952139
Orangi Town,354,24.953029,66.952538
Orangi Town,488,24.942626,66.958113
Saddar,177,24.859022,67.015336
Landhi,175,24.84807,67.199458
Shah Faisal,306,24.866938,67.141599
Shah Faisal,23,24.875087,67.148645
North Nazimabad,67,24.932408,67.031583
Clifton,70,24.817542,67.030279
Saddar,466,24.867845,67.008246
Gulshan-e-Iqbal,483,24.93365,67.102372
Gulshan-e-Iqbal,189,24.933912,67.100807
Lyari,129,24.851714,67.016915
DHA,149,24.821104,67.058204
Clifton,105,24.819567,67.031201
Gulberg,37,24.919623,67.079603
Orangi Town,193,24.943831,66.952302
Gulshan-e-Iqbal,328,24.924262,67.11145
SITE,130,24.921014,66.989858
Lyari,13,24.853352,67.008098
Landhi,281,24.84954,67.198603
Landhi,226,24.845596,67.197694
Orangi Town,453,24.953064,66.952152
Gulberg,214,24.918977,67.07587
SITE,194,24.910608,66.995067
DHA,386,24.806515,67.071333
Gulberg,110,24.928771,67.079796
Malir,154,24.895849,67.207893
SITE,90,24.920818,66.984148
Landhi,322,24.854844,67.191526
Saddar,318,24.85597,67.007212
Clifton,318,24.816395,67.020455
North Nazimabad,250,24.933148,67.031678
North Nazimabad,457,24.939474,67.04362
Saddar,121,24.863481,67.009702
Orangi Town,346,24.948027,66.967736
Clifton,107,24.808941,67.019381
Clifton,375,24.807319,67.033428
Orangi Town,58,24.958419,66.955288
Shah Faisal,122,24.866954,67.154173
Gulberg,472,24.924276,67.078204
Gulshan-e-Iqbal,287,24.928654,67.106253
Clifton,110,24.819016,67.036352
Saddar,108,24.865505,67.012615
Clifton,375,24.818405,67.024057
North Nazimabad,216,24.94783,67.040987
DHA,148,24.812843,67.061346
DHA,495,24.80662,67.069119
Shah Faisal,128,24.87117,67.152611
Saddar,471,24.850221,67.004837
Gulberg,447,24.927672,67.082881
Gulberg,17,24.917743,67.075007
Saddar,137,24.867221,67.018317
Clifton,433,24.821022,67.033499
Gulshan-e-Iqbal,85,24.919363,67.098729
Gulshan-e-Iqbal,333,24.918943,67.107843
North Nazimabad,442,24.935571,67.030459
Gulberg,220,24.914269,67.089626
Orangi Town,500,24.957762,66.969041
Korangi,384,24.837095,67.133838
Malir,15,24.890665,67.208064
Gulberg,113,24.923677,67.071839
Clifton,51,24.812227,67.0342
Clifton,287,24.810939,67.039102
North Nazimabad,311,24.947596,67.04362
Korangi,467,24.837008,67.1289
North Nazimabad,119,24.942245,67.038894
Lyari,84,24.849665,67.012727
Korangi,55,24.844194,67.129027
SITE,297,24.914579,66.988894
DHA,8,24.816199,67.05906
Clifton,149,24.811802,67.025913
Lyari,75,24.846213,67.004469
Orangi Town,124,24.951646,66.967128
Gulshan-e-Iqbal,96,24.928403,67.106067
Shah Faisal,481,24.864238,67.145905
SITE,490,24.928792,66.990679
Shah Faisal,392,24.871456,67.148909
Lyari,139,24.844815,67.005892
Gulberg,101,24.911752,67.082934
SITE,368,24.915487,66.988173
Shah Faisal,209,24.875616,67.1434
Korangi,350,24.846451,67.132362
Orangi Town,321,24.952201,66.961673
North Nazimabad,355,24.947111,67.030614
DHA,174,24.807507,67.062227
Orangi Town,5,24.940933,66.963778
Gulshan-e-Iqbal,94,24.929086,67.101763
North Nazimabad,33,24.944314,67.037673
SITE,213,24.916965,66.986251
Korangi,500,24.848855,67.127392
Korangi,280,24.830602,67.12415
Saddar,127,24.859235,67.013665
Saddar,134,24.858947,67.010792
Korangi,336,24.841921,67.140406
Orangi Town,235,24.945009,66.964652
Korangi,448,24.837367,67.140659
DHA,430,24.81375,67.058185
DHA,189,24.806449,67.063451
Korangi,181,24.832305,67.127754
Malir,81,24.887569,67.213478
Lyari,145,24.852036,67.000181
Lyari,126,24.858045,67.004595
Gulberg,425,24.928275,67.076834
Saddar,406,24.854194,67.011823
North Nazimabad,241,24.950417,67.044509
Lyari,322,24.849423,67.008155
Korangi,156,24.834405,67.138219
Gulshan-e-Iqbal,412,24.919817,67.111626
Clifton,36,24.813617,67.02598
SITE,69,24.924999,66.996457
Korangi,229,24.84465,67.135244
Malir,471,24.895066,67.207061
Landhi,249,24.843218,67.206578
Landhi,19,24.853814,67.206239
Saddar,422,24.857234,67.018637
Malir,210,24.881481,67.208402
Landhi,168,24.849923,67.204484
SITE,164,24.910275,66.987248
Shah Faisal,263,24.865972,67.144485
DHA,433,24.808537,67.064058
Lyari,409,24.855348,67.018287
Gulberg,188,24.917013,67.082679
Lyari,128,24.846195,67.016017
SITE,66,24.919377,66.99529
Korangi,458,24.849855,67.133731
Lyari,13,24.854785,67.010392
North Nazimabad,19,24.949936,67.046725
Malir,17,24.881535,67.216999
Korangi,266,24.845466,67.130743
Shah Faisal,51,24.861104,67.153212
DHA,309,24.802978,67.072982
Gulshan-e-Iqbal,7,24.917409,67.097881
Gulshan-e-Iqbal,321,24.923936,67.110539
Gulberg,203,24.923736,67.081681
DHA,235,24.808422,67.074128
North Nazimabad,486,24.932681,67.035462
Clifton,239,24.811302,67.034995
Gulshan-e-Iqbal,195,24.933376,67.092847
Korangi,485,24.839009,67.127831
North Nazimabad,88,24.95048,67.044222
Orangi Town,306,24.941014,66.955863
Clifton,454,24.806339,67.03811
Korangi,436,24.838495,67.133379
SITE,247,24.912689,66.984149
Clifton,417,24.806877,67.03506
Shah Faisal,84,24.875112,67.146192
DHA,149,24.820235,67.063061
Saddar,443,24.863125,67.016416
Saddar,417,24.861825,67.005722
Clifton,145,24.822228,67.036434
Orangi Town,452,24.956811,66.950113
North Nazimabad,219,24.934396,67.028448
SITE,191,24.915647,66.999054
Clifton,77,24.810203,67.029819
Gulberg,89,24.911442,67.080543
DHA,442,24.812368,67.05976
Landhi,195,24.85337,67.197668
Saddar,303,24.856857,67.01878
Lyari,426,24.84066,67.011845
Shah Faisal,315,24.860598,67.151345
Orangi Town,458,24.942378,66.954949
Gulshan-e-Iqbal,23,24.934584,67.105933
Gulberg,51,24.929526,67.079896
Clifton,48,24.803991,67.036358
SITE,404,24.917643,66.981808
Lyari,352,24.840133,67.003552
Gulberg,295,24.929828,67.071594
Shah Faisal,382,24.863091,67.145919
Orangi Town,86,24.946512,66.961389
Landhi,297,24.842561,67.190546
Saddar,487,24.85709,67.004193
Gulberg,59,24.923949,67.079168
Orangi Town,145,24.957917,66.968813
Korangi,222,24.844239,67.136051
DHA,25,24.802869,67.071422
Gulberg,281,24.926865,67.078737
Shah Faisal,230,24.867816,67.149245
Saddar,293,24.863442,67.008046
Orangi Town,425,24.95803,66.955188
Gulshan-e-Iqbal,115,24.931196,67.094706
Saddar,456,24.859895,67.008923
DHA,366,24.812815,67.067447
Malir,488,24.896214,67.21893
Orangi Town,490,24.948331,66.966589
Gulberg,228,24.913782,67.085016
Shah Faisal,466,24.873522,67.148232
DHA,398,24.8226,67.075813
Malir,309,24.881434,67.210361
Shah Faisal,407,24.879714,67.156057
Korangi,341,24.839011,67.141298
Malir,455,24.882227,67.212843
Lyari,45,24.858387,67.012292
Landhi,11,24.849747,67.20492
Korangi,83,24.843883,67.129428
North Nazimabad,219,24.932262,67.033026
Landhi,452,24.850001,67.204456
Gulberg,362,24.926561,67.078706
DHA,192,24.811245,67.057541
Malir,83,24.881348,67.223623
Saddar,58,24.854788,67.01476
Gulberg,476,24.921271,67.07525
North Nazimabad,403,24.949685,67.034198
Orangi Town,314,24.94054,66.965857
Korangi,258,24.831752,67.123982
Landhi,27,24.849282,67.193743
Lyari,104,24.84119,67.017012
Landhi,20,24.853222,67.209657
Clifton,266,24.812372,67.021265
Saddar,48,24.851232,67.013594
Lyari,461,24.859352,67.005998
SITE,350,24.913489,66.9814
Korangi,386,24.842021,67.136152
Korangi,153,24.834024,67.1394
Clifton,448,24.81714,67.020581
DHA,54,24.80359,67.075136
Gulshan-e-Iqbal,273,24.930671,67.096013
Lyari,46,24.841416,67.01719
North Nazimabad,301,24.951439,67.032705
DHA,219,24.809341,67.065512
Saddar,240,24.869828,67.002652
Landhi,57,24.844658,67.209347
SITE,327,24.928199,66.987594
North Nazimabad,225,24.942283,67.039013
DHA,281,24.806918,67.068353
Clifton,80,24.823357,67.028899
Lyari,478,24.841828,67.001238
Clifton,397,24.812889,67.036488
Orangi Town,150,24.957054,66.968777
Malir,55,24.895331,67.221698
Korangi,195,24.848327,67.135233
DHA,31,24.819673,67.065262
Lyari,275,24.843722,67.019247
Shah Faisal,244,24.871376,67.148765
Lyari,222,24.841542,67.018272
DHA,440,24.811904,67.070392
Gulshan-e-Iqbal,273,24.928085,67.112473
Gulshan-e-Iqbal,67,24.920355,67.102687
Gulshan-e-Iqbal,187,24.923293,67.109869
Clifton,48,24.80434,67.021716
Shah Faisal,233,24.865028,67.148368
Saddar,406,24.86791,67.00192
Gulberg,95,24.914345,67.073009
Malir,455,24.888246,67.20674
North Nazimabad,279,24.949304,67.03375
Clifton,412,24.817627,67.02563
Saddar,180,24.863241,67.014659
Gulshan-e-Iqbal,147,24.920006,67.102809
Saddar,135,24.859598,67.019068
Orangi Town,285,24.951042,66.950889
Shah Faisal,288,24.870118,67.14829
Shah Faisal,499,24.860322,67.147154
Gulshan-e-Iqbal,445,24.93039,67.097501
DHA,94,24.807481,67.061323
Gulshan-e-Iqbal,15,24.930943,67.093036
Clifton,462,24.807514,67.031439
Saddar,378,24.864804,67.00887
SITE,366,24.928222,66.982756
Lyari,335,24.844212,67.01271
DHA,240,24.812495,67.071007
Lyari,382,24.85023,67.015165
Gulshan-e-Iqbal,232,24.917543,67.106577
North Nazimabad,489,24.937585,67.043453
